,Family_Size,HH_head_Sex,HH_head_Age,Education,Electricity_expenditure,Water_expenditure,Total_Family_Income,Urbanity
543,6.0,1,44,3.0,3000,0,12430.0,0
544,4.0,1,41,4.0,11928,0,48029.833333333336,0
545,3.5,1,58,2.0,768,0,12531.5,0
546,6.5,1,77,1.0,2400,0,45041.333333333336,0
547,6.0,1,49,2.0,3216,0,14047.666666666666,0
548,10.5,1,40,2.0,0,0,15898.166666666666,0
549,5.0,2,41,1.0,1800,0,16126.333333333334,0
550,4.5,1,55,2.0,390,918,11163.0,0
551,5.0,1,40,3.0,558,0,8226.166666666666,0
552,6.5,1,48,1.0,0,0,12176.0,0
553,2.0,1,75,1.0,2478,0,4892.5,0
554,2.0,2,62,1.0,3000,0,3707.8333333333335,0
555,5.5,1,57,1.0,0,0,9465.833333333334,0
556,4.0,1,32,2.0,0,210,10228.833333333334,0
557,1.0,2,75,1.0,1440,0,3957.5,0
558,2.0,1,63,1.0,0,0,7738.666666666667,0
559,8.0,1,51,1.0,3450,600,24046.166666666668,0
560,1.0,2,58,2.0,420,0,6314.333333333333,0
561,6.5,2,66,1.0,5700,0,11285.833333333334,0
562,3.0,1,71,1.0,4638,0,10816.0,0
563,2.5,1,45,4.0,390,0,6818.5,0
564,4.5,1,48,1.0,1380,0,12839.166666666666,0
565,6.5,1,49,1.0,540,0,17236.5,0
566,6.0,1,60,2.0,2700,0,14806.666666666666,0
567,3.0,1,39,2.0,2100,0,9140.333333333334,0
568,8.0,1,55,1.0,438,0,9447.0,0
569,5.0,1,39,1.0,660,0,19312.5,0
570,2.0,1,75,2.0,4050,0,31707.666666666668,0
571,6.5,1,75,2.0,300,0,10950.5,0
572,7.0,1,39,2.0,0,0,16307.5,0
573,1.5,2,39,2.0,1482,0,21897.666666666668,0
574,6.0,2,72,4.0,6600,0,32612.333333333332,0
575,6.0,1,36,3.0,1380,0,8698.166666666666,0
576,4.5,1,57,1.0,2286,0,13733.333333333334,0
577,6.0,1,46,2.0,3450,0,20297.666666666668,0
579,3.0,1,27,1.0,12,0,4873.0,0
580,4.0,1,45,1.0,132,0,9054.5,0
581,5.0,1,29,2.0,0,0,5158.0,0
582,3.0,1,60,1.0,0,0,8246.833333333334,0
583,5.0,2,37,1.0,0,0,6478.0,0
584,9.0,1,36,1.0,0,0,7948.5,0
585,13.0,1,42,2.0,690,0,12051.5,0
586,2.0,1,77,1.0,300,0,6214.333333333333,0
587,4.0,1,45,2.0,6564,0,19818.0,0
588,8.0,1,71,1.0,978,0,10049.0,0
589,8.5,1,53,1.0,2700,0,21221.833333333332,1
590,5.0,1,44,1.0,960,0,15546.333333333334,1
591,4.0,1,37,1.0,2880,0,19996.5,1
592,5.5,1,31,1.0,528,0,11479.5,1
593,6.5,1,37,1.0,2400,0,20405.5,1
594,8.0,1,44,1.0,1500,0,8670.166666666666,1
595,5.5,1,41,1.0,0,0,12136.333333333334,1
596,2.0,1,50,2.0,180,0,10136.333333333334,1
597,3.0,1,37,2.0,4500,1326,33212.5,1
598,5.0,1,38,5.0,5100,0,22813.0,1
599,3.5,2,46,1.0,540,0,9256.333333333334,1
600,2.0,1,53,1.0,2340,0,12758.0,1
603,5.0,1,49,3.0,3150,0,17136.666666666668,1
604,9.0,1,51,1.0,2970,0,25839.166666666668,1
605,4.0,1,30,2.0,5100,0,22028.166666666668,1
606,6.0,1,50,2.0,2910,0,15488.333333333334,1
607,5.0,1,37,2.0,2106,0,17999.666666666668,1
608,3.0,1,58,2.0,3540,126,14693.0,1
609,5.0,1,74,2.0,4440,0,20518.0,1
610,5.0,1,48,2.0,3540,0,34659.666666666664,1
611,4.0,1,51,1.0,2100,0,22846.666666666668,1
612,4.0,1,32,2.0,3450,0,28382.0,1
614,2.0,1,48,3.0,1680,0,22494.666666666668,1
616,4.0,1,42,2.0,1236,0,27182.0,1
617,6.0,1,58,1.0,1644,0,24529.0,1
619,3.5,1,37,2.0,2850,0,23387.166666666668,1
620,4.0,1,44,2.0,2430,0,9469.5,1
621,4.0,2,65,1.0,9300,0,27398.166666666668,1
622,3.0,1,55,2.0,2760,0,14670.833333333334,1
623,1.0,1,42,2.0,630,0,37079.333333333336,1
624,2.0,2,22,4.0,15000,0,45471.666666666664,1
625,5.5,2,65,2.0,6600,0,56994.666666666664,1
626,4.0,1,53,1.0,0,0,6907.166666666667,1
627,5.0,1,34,2.0,1038,0,24260.833333333332,1
628,3.0,2,59,4.0,1110,0,12611.0,1
629,4.0,1,43,1.0,1164,0,9145.833333333334,0
630,3.5,2,62,1.0,996,0,12955.333333333334,0
631,4.0,2,84,1.0,1170,2634,16178.833333333334,0
632,9.0,2,39,2.0,2370,0,26979.333333333332,0
633,3.0,2,84,1.0,624,0,7044.666666666667,0
634,4.5,2,78,1.0,0,0,9511.5,0
635,4.0,1,40,2.0,996,2508,18998.666666666668,0
636,5.0,2,42,1.0,0,0,6742.5,0
637,2.0,2,81,1.0,1800,30,6545.333333333333,1
638,5.0,1,47,3.0,4530,2712,19848.166666666668,1
639,4.0,1,78,1.0,10800,2508,36053.666666666664,1
641,6.0,1,54,3.0,1956,0,14270.333333333334,1
642,1.0,2,29,4.0,4500,2508,24387.166666666668,1
643,3.5,2,43,4.0,7800,5400,34672.5,1
644,2.5,1,35,1.0,0,0,3596.5,1
645,6.0,1,56,3.0,4674,3630,14472.166666666666,1
646,2.5,2,32,2.0,4800,2508,46495.833333333336,1
647,2.5,2,32,3.0,8640,2508,41009.166666666664,1
648,4.5,1,67,2.0,4104,3654,16426.833333333332,1
649,2.0,1,69,1.0,1314,180,20258.0,0
650,5.0,1,42,4.0,1080,210,20952.833333333332,0
651,5.5,2,58,1.0,1092,30,13758.5,0
652,6.0,1,48,1.0,6786,0,14163.333333333334,0
653,5.0,2,47,1.0,1260,0,8635.0,0
654,6.5,1,64,1.0,3000,0,23817.666666666668,0
655,4.0,1,39,2.0,432,0,8258.333333333334,0
656,7.0,1,47,1.0,3402,0,16404.666666666668,0
657,6.0,1,48,1.0,210,0,11781.5,0
659,2.0,2,67,1.0,600,0,8888.5,0
660,7.5,1,65,1.0,0,0,9631.166666666666,0
661,5.0,1,55,1.0,4740,0,32482.166666666668,0
662,10.5,1,56,2.0,2730,30,16613.166666666668,0
663,7.0,1,50,1.0,0,30,9622.166666666666,0
664,1.5,2,72,1.0,0,30,18441.166666666668,0
665,4.0,1,34,2.0,3750,30,17081.333333333332,0
666,4.0,1,67,1.0,1932,30,11850.833333333334,0
667,4.0,2,51,2.0,0,0,6874.166666666667,0
668,4.0,2,55,1.0,3000,0,22774.833333333332,0
669,8.0,1,49,1.0,0,0,9470.666666666666,0
671,6.0,1,42,3.0,600,0,18895.666666666668,0
672,5.0,1,38,2.0,6000,0,32694.666666666668,0
673,4.0,1,51,1.0,660,0,13179.5,0
674,5.0,1,45,2.0,960,0,20706.166666666668,0
675,3.5,1,39,2.0,6510,0,18427.666666666668,0
676,2.0,2,83,1.0,300,0,5919.0,0
677,10.5,1,50,1.0,3450,0,22060.833333333332,0
678,3.0,2,39,3.0,15600,3000,48032.666666666664,1
679,5.0,1,50,1.0,2160,2448,25742.666666666668,1
680,3.0,1,40,2.0,3600,3000,30209.0,1
681,4.5,1,49,4.0,2520,0,51263.666666666664,1
682,6.5,1,60,1.0,0,0,7672.5,1
683,7.0,1,45,1.0,4800,3900,29180.333333333332,1
684,7.0,1,59,3.0,4800,5700,56505.166666666664,1
685,5.5,1,45,4.0,4260,3990,32026.166666666668,1
686,4.0,1,38,1.0,0,0,5633.833333333333,1
687,5.0,1,33,5.0,13200,6000,51852.5,1
689,7.0,1,64,1.0,2916,4350,36002.333333333336,1
690,6.0,1,52,2.0,1800,0,11163.166666666666,1
691,8.0,1,52,2.0,3414,2460,16795.666666666668,1
692,9.0,1,69,2.0,7662,0,22366.166666666668,1
693,4.0,1,30,2.0,7230,2448,17052.833333333332,1
694,2.0,2,73,1.0,2400,0,10016.0,1
695,6.5,1,51,2.0,6600,0,14985.0,1
696,5.0,1,52,2.0,4212,888,35987.0,1
697,7.0,1,66,2.0,1440,3060,13984.333333333334,1
698,5.5,1,53,2.0,16800,2940,29650.0,1
699,5.0,1,60,1.0,0,0,8441.5,1
700,5.0,1,34,1.0,600,60,6829.0,0
701,5.0,1,42,1.0,2700,0,6091.166666666667,0
702,8.5,1,33,1.0,1914,60,9367.833333333334,0
703,2.0,1,55,1.0,2160,0,6125.166666666667,0
704,2.0,1,75,1.0,900,0,3541.0,0
705,4.0,1,51,1.0,900,30,31323.666666666668,0
706,4.0,1,28,2.0,0,0,6140.0,0
707,7.0,1,32,1.0,540,30,6052.166666666667,0
708,9.0,1,66,1.0,240,30,18692.0,0
709,6.0,1,32,1.0,3300,30,12964.833333333334,0
710,3.0,1,69,2.0,0,60,2865.8333333333335,0
711,5.5,2,71,2.0,10200,3060,26424.666666666668,0
712,5.0,1,42,2.0,1800,2760,15704.0,0
713,7.5,1,44,1.0,0,0,7781.666666666667,0
714,6.5,1,55,1.0,4572,900,11476.666666666666,0
715,8.0,1,42,1.0,0,0,8513.666666666666,0
716,2.0,1,74,1.0,0,0,3192.1666666666665,0
717,2.0,1,53,1.0,960,0,4274.166666666667,0
718,7.0,1,50,2.0,6966,0,19839.833333333332,0
719,5.0,1,49,1.0,1020,0,8384.166666666666,0
720,5.5,1,38,2.0,0,0,8362.5,0
721,7.0,1,42,1.0,3078,0,13344.0,0
722,3.0,2,76,1.0,0,0,6374.333333333333,0
723,8.0,1,52,1.0,0,0,10144.0,0
724,2.5,1,31,1.0,690,0,5624.333333333333,0
725,6.0,1,42,3.0,1260,0,12001.166666666666,0
726,4.0,2,71,1.0,1500,0,4633.5,0
727,4.0,1,70,1.0,1512,60,8436.166666666666,0
728,5.5,1,50,1.0,480,120,10301.0,0
729,7.5,1,37,1.0,456,120,9633.833333333334,0
730,4.0,1,33,2.0,4380,120,52916.666666666664,0
731,4.0,1,36,3.0,3120,132,34751.833333333336,0
732,8.5,1,51,1.0,0,0,15439.5,0
733,6.5,1,70,1.0,2700,180,17958.666666666668,0
734,6.5,1,45,1.0,9534,120,13919.833333333334,0
735,5.0,1,40,1.0,1500,630,12996.833333333334,0
736,4.0,2,58,2.0,0,180,14507.5,0
737,9.0,1,41,1.0,3132,0,22279.333333333332,0
738,6.0,2,57,3.0,2940,0,29502.5,0
739,4.0,1,60,2.0,3900,360,15766.666666666666,0
740,3.5,1,47,1.0,0,480,11496.833333333334,0
741,7.0,1,52,2.0,5700,1200,18869.666666666668,0
742,4.0,1,33,3.0,4500,1200,57602.166666666664,0
743,5.5,1,56,3.0,8700,0,31546.0,0
744,2.0,2,66,1.0,4680,0,7694.0,0
745,5.5,1,53,1.0,1104,96,18055.5,0
746,5.5,1,61,1.0,1374,1500,14797.833333333334,0
747,5.5,1,58,1.0,0,480,7420.0,0
748,3.5,1,26,2.0,474,462,7016.5,0
749,5.5,1,56,1.0,3600,0,11750.5,0
750,7.0,1,63,1.0,7200,1464,27440.833333333332,0
751,1.0,1,62,1.0,330,120,2702.3333333333335,0
752,3.5,2,45,1.0,0,240,10822.333333333334,0
753,7.0,1,38,1.0,2700,780,17600.5,0
754,4.0,1,53,1.0,2160,180,12171.666666666666,0
755,7.0,1,45,1.0,7800,0,18755.0,0
756,5.5,1,53,2.0,1440,0,28463.5,0
757,4.0,1,49,2.0,1800,0,15401.333333333334,0
758,4.0,1,78,1.0,444,0,8065.0,0
759,3.0,1,79,1.0,1998,0,14473.666666666666,0
761,2.0,1,58,1.0,900,0,3196.0,0
762,1.0,2,74,3.0,6918,0,13061.166666666666,0
763,2.0,1,62,1.0,1692,0,9670.0,0
764,4.0,1,60,1.0,894,0,17172.0,0
765,5.0,1,44,1.0,8484,2400,15523.333333333334,0
766,6.0,1,57,1.0,2940,0,9149.0,0
767,6.0,1,28,1.0,1500,0,13460.166666666666,0
768,6.5,1,59,1.0,1386,0,12262.333333333334,0
769,5.0,1,45,1.0,0,0,11941.333333333334,0
770,4.0,1,53,1.0,0,0,7274.0,0
771,1.0,2,80,1.0,420,0,3150.1666666666665,0
772,2.0,2,57,1.0,1242,0,7842.166666666667,0
773,6.0,1,40,1.0,1848,0,22280.833333333332,0
774,4.0,1,36,1.0,0,0,11118.0,0
775,5.0,1,42,3.0,2724,0,11720.0,0
776,7.0,1,39,1.0,600,450,17709.5,0
777,5.0,1,60,1.0,3132,0,22684.166666666668,0
778,5.0,1,49,2.0,0,0,10546.833333333334,0
779,10.0,1,41,1.0,0,0,12422.0,0
780,6.5,1,41,1.0,18642,0,34068.166666666664,0
781,10.0,1,41,1.0,0,0,11573.833333333334,0
782,8.0,1,39,1.0,0,0,19911.166666666668,0
783,3.0,1,47,1.0,3120,0,8710.833333333334,0
784,2.0,1,61,1.0,0,0,7864.666666666667,0
785,9.0,1,40,1.0,0,0,12624.833333333334,0
786,8.0,1,27,1.0,0,0,12616.333333333334,0
787,6.0,1,33,1.0,0,0,8783.0,0
788,4.0,1,35,1.0,0,0,6856.666666666667,0
789,5.0,1,30,1.0,0,0,8109.333333333333,0
790,6.0,1,72,1.0,0,0,8304.0,0
791,1.0,1,46,1.0,0,0,4782.666666666667,0
792,2.0,1,33,1.0,0,0,6690.666666666667,0
793,7.0,1,46,1.0,0,0,7671.166666666667,0
794,6.0,1,39,1.0,0,0,7453.5,0
795,3.0,1,65,1.0,0,0,4900.0,0
796,6.0,1,53,1.0,0,0,6058.0,0
797,5.0,1,35,3.0,2610,0,37414.0,0
798,5.0,1,49,1.0,0,0,4732.333333333333,0
799,6.0,1,52,1.0,0,0,7554.5,0
800,5.0,1,27,1.0,0,0,6518.666666666667,0
801,7.5,1,55,1.0,2382,0,10896.333333333334,0
802,5.0,1,36,1.0,0,0,9802.5,0
803,7.0,1,50,1.0,0,0,5259.0,0
804,4.0,1,34,2.0,3306,0,8227.0,0
805,4.0,1,42,2.0,2880,0,13071.333333333334,0
806,5.0,1,36,1.0,1800,0,18867.166666666668,0
807,5.5,1,40,1.0,4638,0,11248.0,0
808,8.0,1,35,1.0,0,0,17140.166666666668,0
809,9.0,1,34,1.0,0,0,9445.333333333334,0
810,2.0,1,38,1.0,0,0,5619.666666666667,0
811,6.0,1,46,1.0,0,0,8110.166666666667,0
812,4.0,2,58,1.0,0,0,5857.0,0
813,7.0,1,59,2.0,600,0,10669.666666666666,0
814,9.0,1,46,1.0,600,0,5941.166666666667,0
815,2.5,1,56,1.0,0,0,6623.666666666667,0
816,10.5,1,48,2.0,228,0,10601.0,0
817,4.5,2,54,2.0,900,120,9889.666666666666,0
818,6.5,1,45,1.0,3798,0,11228.333333333334,0
819,4.0,1,39,2.0,4308,120,11345.666666666666,0
820,4.0,1,29,1.0,0,0,6508.166666666667,0
821,5.5,1,56,2.0,4302,0,31803.666666666668,0
822,5.0,1,94,1.0,1362,0,12066.666666666666,0
823,8.0,1,46,1.0,0,0,15456.333333333334,0
824,6.0,1,48,1.0,2622,0,11420.166666666666,0
825,6.5,1,51,1.0,1422,0,9254.666666666666,0
826,5.5,1,59,4.0,5100,1200,29545.0,0
827,7.5,1,34,1.0,2952,0,27462.5,1
828,11.0,1,56,1.0,0,0,15996.166666666666,1
829,6.5,1,60,1.0,2790,0,15436.0,1
830,5.0,1,38,1.0,2520,0,15387.833333333334,1
831,5.0,1,48,3.0,690,0,16171.5,1
833,5.5,1,30,4.0,6000,0,28741.666666666668,1
834,7.0,1,45,1.0,1380,270,13153.333333333334,1
835,3.0,1,59,2.0,2136,300,15571.333333333334,1
836,7.0,1,54,1.0,0,0,12293.333333333334,1
837,6.0,1,56,1.0,3600,1440,17130.0,1
838,2.0,1,33,2.0,360,0,9886.666666666666,1
839,7.0,1,44,2.0,3960,300,25356.333333333332,1
840,3.0,1,85,4.0,15000,4200,24027.166666666668,1
841,3.5,1,62,1.0,1200,120,6272.333333333333,1
842,4.0,1,31,1.0,1500,0,9452.333333333334,1
844,5.0,2,65,2.0,2916,0,21502.833333333332,1
845,8.5,1,48,3.0,10368,1392,36266.833333333336,1
846,8.5,1,91,2.0,5586,0,26098.0,1
847,3.0,1,21,1.0,1050,0,9202.333333333334,1
848,3.0,1,40,1.0,6234,0,14131.833333333334,1
849,5.5,1,44,1.0,3498,900,23591.333333333332,1
850,4.5,2,64,1.0,0,1380,12946.5,1
852,7.5,1,30,2.0,300,636,14737.0,1
853,4.0,1,29,2.0,3600,1332,20448.166666666668,1
854,6.5,1,37,2.0,4230,3228,17784.0,1
855,7.5,1,54,1.0,0,0,14073.166666666666,1
856,2.0,1,61,1.0,900,0,5671.5,1
857,11.0,1,47,5.0,5838,1170,57543.0,1
858,4.0,1,39,3.0,4626,0,22657.833333333332,1
859,8.5,1,46,1.0,3480,0,16650.833333333332,1
860,5.0,1,35,2.0,840,0,13281.666666666666,1
861,7.0,1,42,3.0,2124,0,27266.5,1
863,4.5,1,64,1.0,1374,0,9151.333333333334,0
864,7.0,1,68,1.0,1704,1554,16831.0,0
865,3.5,1,45,3.0,3174,240,35508.666666666664,0
867,6.0,1,33,1.0,0,240,7241.0,0
868,6.5,1,43,1.0,0,240,8840.0,0
869,3.5,1,52,1.0,0,0,3331.8333333333335,0
870,3.0,2,52,5.0,7074,1350,35226.333333333336,0
871,3.0,1,49,3.0,10500,2046,29593.333333333332,0
872,6.0,1,54,1.0,1200,660,9766.333333333334,0
873,2.0,1,78,1.0,240,180,5652.333333333333,0
874,4.0,1,58,1.0,0,120,10860.166666666666,0
875,5.0,1,34,1.0,0,0,9770.166666666666,0
876,4.0,1,46,2.0,0,1260,16275.666666666666,0
877,6.0,1,43,1.0,0,0,22120.0,0
878,4.0,1,48,1.0,0,660,19713.666666666668,0
879,4.0,1,36,1.0,0,0,16432.166666666668,0
880,7.0,1,36,1.0,0,690,16873.166666666668,0
881,8.0,1,38,2.0,0,552,15961.0,0
882,4.0,1,69,1.0,0,690,14980.5,0
883,4.0,1,46,2.0,0,450,15675.833333333334,0
884,5.0,1,46,2.0,2400,1500,23070.333333333332,0
885,4.0,1,49,2.0,2508,1032,20178.0,0
887,2.0,1,22,2.0,1500,1260,9682.333333333334,0
888,4.0,1,49,2.0,3432,642,26573.0,0
889,6.0,1,42,1.0,15918,1296,35638.333333333336,0
890,9.0,1,53,1.0,4668,294,38635.833333333336,0
892,7.0,1,27,1.0,3936,432,38893.333333333336,0
893,7.0,1,60,1.0,900,0,20884.666666666668,0
894,4.0,1,26,1.0,0,468,17929.166666666668,0
895,11.0,1,51,1.0,0,960,25796.166666666668,0
896,3.0,1,57,2.0,2196,1194,12518.0,0
897,4.0,1,42,1.0,8400,1980,21961.666666666668,0
898,7.0,1,50,1.0,2400,930,24729.833333333332,0
899,2.5,1,39,2.0,1500,900,19751.166666666668,0
900,3.0,1,35,2.0,900,0,11237.333333333334,0
902,4.5,1,37,3.0,7866,0,46313.666666666664,0
903,5.0,1,59,2.0,2472,0,17518.166666666668,0
904,2.0,1,57,1.0,1602,0,7556.0,0
905,4.0,1,55,2.0,600,0,17250.5,0
906,4.0,1,43,3.0,1224,0,18274.0,0
907,3.0,1,24,2.0,228,0,12898.833333333334,0
908,3.0,1,63,1.0,2220,0,14374.833333333334,0
909,3.0,1,67,1.0,3234,648,12576.333333333334,0
910,5.0,1,32,2.0,2322,900,13191.333333333334,0
911,4.5,1,57,1.0,7128,960,41178.833333333336,0
912,4.0,1,40,2.0,3036,0,15028.0,0
913,3.0,1,24,1.0,0,0,10661.166666666666,0
915,4.0,1,28,2.0,72,1440,14685.0,0
916,4.0,1,37,3.0,7512,3924,37316.666666666664,0
917,4.0,1,44,2.0,2028,750,17416.666666666668,0
918,5.0,1,43,2.0,2100,1212,46717.833333333336,0
919,7.5,1,50,2.0,1920,570,30439.333333333332,0
920,3.5,1,41,2.0,3060,1806,17514.166666666668,0
921,3.0,1,46,1.0,4920,2106,22633.333333333332,0
922,5.5,1,54,3.0,240,1452,14726.666666666666,0
924,7.0,1,59,4.0,8400,5544,51236.0,1
926,5.5,1,53,2.0,7800,3480,26451.0,1
927,5.0,1,33,2.0,3144,3000,17893.333333333332,1
928,11.0,1,59,3.0,3018,6582,34262.0,1
929,5.0,1,35,3.0,8400,2310,38425.833333333336,1
931,6.0,1,51,4.0,7200,4758,43918.333333333336,1
933,5.0,1,34,3.0,6000,1806,17271.0,1
934,4.0,2,46,2.0,600,1200,10369.5,1
935,6.0,1,50,3.0,11400,3600,48062.166666666664,1
936,5.0,2,68,2.0,8628,3018,24615.166666666668,1
938,2.0,1,69,2.0,792,1830,13239.333333333334,1
939,4.0,1,45,3.0,7800,3120,25223.0,1
941,5.0,2,56,1.0,4800,3564,25848.333333333332,1
942,4.0,2,29,4.0,5340,2106,24480.0,1
943,2.5,2,62,2.0,1800,1500,17597.666666666668,1
944,4.0,2,77,1.0,4476,360,23643.166666666668,1
945,5.0,1,32,2.0,4548,1350,13056.666666666666,0
946,7.0,1,46,1.0,0,1020,10864.166666666666,0
947,10.0,1,40,1.0,1440,840,11600.0,0
948,7.0,1,35,2.0,1134,0,9765.5,0
949,7.0,2,53,2.0,2100,0,11788.333333333334,0
950,4.0,1,49,2.0,0,0,27865.666666666668,0
951,2.0,1,67,3.0,0,0,2819.0,0
952,2.5,1,61,1.0,1980,0,9518.5,0
953,6.0,1,43,1.0,2700,660,17266.666666666668,0
954,5.5,1,41,1.0,3240,0,9244.833333333334,0
955,5.0,2,56,1.0,1080,0,4622.5,0
956,5.0,1,33,2.0,1014,0,28882.166666666668,0
957,5.0,1,29,2.0,2244,900,10189.0,1
958,2.0,2,67,1.0,642,1800,15941.666666666666,1
959,2.0,1,68,1.0,0,450,3499.0,1
960,2.0,2,72,2.0,3054,0,8724.833333333334,1
961,9.0,1,57,2.0,1866,0,11222.833333333334,1
962,1.0,2,78,1.0,0,0,2223.5,1
963,4.0,1,69,2.0,534,0,6745.666666666667,1
964,6.0,1,73,1.0,6654,2100,40963.666666666664,1
965,8.0,1,44,3.0,1710,1800,12620.833333333334,1
966,7.0,1,51,1.0,5190,900,16020.0,1
967,3.0,1,45,3.0,3900,90,10975.166666666666,0
968,4.5,2,82,1.0,4380,0,17743.5,0
969,6.5,1,68,4.0,6000,0,23399.0,0
970,4.5,1,60,1.0,1260,0,9775.0,0
971,6.0,1,42,2.0,900,0,8634.5,0
972,6.0,1,33,1.0,720,0,10568.666666666666,0
973,7.0,1,44,2.0,2280,0,10146.666666666666,0
974,6.5,1,56,1.0,6000,120,17699.666666666668,0
975,8.0,1,33,2.0,1200,0,6189.0,0
976,4.0,1,35,2.0,6960,0,11117.333333333334,0
977,3.5,1,57,1.0,6900,0,18016.666666666668,0
978,5.0,2,43,2.0,4320,120,16038.666666666666,0
979,4.0,2,50,3.0,2172,480,12039.666666666666,0
981,5.0,1,31,2.0,0,330,10959.166666666666,0
982,4.5,1,40,1.0,960,0,10783.0,0
983,4.0,1,47,1.0,900,0,6672.0,0
984,9.0,1,55,1.0,9540,3000,29809.666666666668,0
985,5.0,1,49,1.0,480,0,9974.833333333334,0
986,5.0,1,44,1.0,2100,0,10452.0,0
987,5.5,1,72,1.0,6600,0,26172.333333333332,0
988,1.0,2,77,1.0,1500,0,4013.8333333333335,0
989,10.5,1,40,1.0,11472,2760,52520.833333333336,0
990,4.0,1,39,2.0,1500,1560,12354.166666666666,0
991,4.0,1,43,1.0,3360,1068,11990.833333333334,0
992,3.0,1,50,2.0,1500,0,11817.333333333334,0
993,6.0,1,28,1.0,600,0,5693.166666666667,0
994,7.0,1,64,1.0,4200,840,24039.5,0
995,8.5,1,32,1.0,2346,384,9550.0,0
996,11.0,1,62,2.0,2298,2010,24716.0,1
997,12.0,1,40,2.0,900,0,14707.0,1
998,5.0,1,42,2.0,1632,0,9690.333333333334,1
1000,3.5,1,33,1.0,0,480,7150.5,1
1001,4.0,1,43,2.0,3600,0,12576.666666666666,1
1002,9.0,1,40,2.0,9600,510,14353.5,1
1003,5.0,1,42,3.0,7200,1200,13052.5,1
1004,5.0,2,62,1.0,0,0,7481.833333333333,1
1005,6.0,1,52,4.0,3552,0,25892.666666666668,1
1006,3.0,1,52,1.0,2400,930,17493.0,1
1007,5.5,1,65,2.0,0,0,10621.333333333334,1
1008,9.0,1,49,2.0,2472,0,20838.833333333332,1
1009,10.5,1,59,4.0,1416,0,30077.333333333332,1
1010,6.0,2,81,1.0,0,0,11073.5,1
1011,6.0,1,58,2.0,900,0,16556.0,1
1012,4.0,1,79,2.0,1194,0,12160.166666666666,1
1013,8.5,1,57,1.0,0,0,12096.5,1
1014,6.0,2,50,1.0,3330,0,17073.0,1
1015,8.0,1,61,2.0,2460,0,21518.166666666668,1
1016,7.0,1,53,1.0,2868,0,18912.0,1
1017,9.0,1,49,2.0,2400,0,15333.0,1
1018,5.0,1,36,3.0,1320,0,14009.666666666666,1
1019,6.0,1,34,4.0,5100,0,40447.5,1
1020,5.5,1,84,1.0,1980,0,11405.833333333334,1
1021,2.0,1,40,2.0,540,0,12177.833333333334,1
1022,3.0,1,49,1.0,1080,0,11811.333333333334,1
1023,4.0,1,41,1.0,3300,0,28921.5,1
1024,5.0,1,31,2.0,0,0,11806.333333333334,0
1025,3.0,1,62,1.0,2760,900,14575.833333333334,0
1026,2.0,1,61,1.0,6000,1140,17786.333333333332,0
1027,6.5,1,71,2.0,4920,0,27314.5,0
1028,7.0,1,54,1.0,2400,0,18200.666666666668,0
1029,2.5,1,51,1.0,6384,0,19134.666666666668,0
1030,4.0,2,52,1.0,0,0,6050.5,0
1031,2.0,1,52,1.0,6600,0,42251.0,0
1032,3.5,2,60,4.0,10800,1614,37106.5,1
1033,5.0,2,37,2.0,5100,3780,16039.166666666666,1
1034,6.5,1,44,1.0,3300,1668,28465.833333333332,1
1035,9.0,1,54,1.0,3030,1044,24726.666666666668,1
1036,4.0,1,56,1.0,2628,480,17560.333333333332,1
1038,6.0,1,42,2.0,2700,366,14969.666666666666,1
1039,5.0,1,45,3.0,8400,1452,27099.666666666668,1
1040,2.0,1,68,2.0,1500,516,6518.166666666667,1
1041,4.0,1,66,2.0,2070,0,13402.333333333334,0
1042,7.0,1,64,1.0,2568,0,13314.666666666666,0
1043,6.0,1,46,1.0,78,0,20424.666666666668,0
1044,4.0,1,24,2.0,0,0,12661.5,0
1045,4.0,1,36,2.0,156,0,13041.5,0
1046,3.0,1,63,1.0,0,0,10814.166666666666,0
1047,2.5,1,70,1.0,0,0,9402.0,0
1048,5.0,1,34,2.0,0,0,8821.0,0
1049,2.0,2,69,1.0,3600,0,13957.0,1
1050,2.0,2,59,1.0,936,0,13673.333333333334,1
1051,6.0,1,38,1.0,840,0,15102.333333333334,1
1052,13.5,1,51,1.0,1200,1200,15309.833333333334,1
1053,6.0,1,43,1.0,3300,0,16364.166666666666,1
1054,5.5,1,47,2.0,3300,120,20922.666666666668,1
1056,2.0,2,46,2.0,1800,600,8916.0,1
1058,4.5,1,55,1.0,1110,0,26390.833333333332,1
1059,5.0,1,33,1.0,660,0,11600.833333333334,1
1061,5.0,1,40,1.0,0,0,9756.166666666666,1
1062,4.0,1,48,1.0,1908,0,8848.5,1
1064,4.0,1,50,2.0,4992,0,14029.166666666666,1
1065,4.0,1,71,2.0,5364,0,18810.666666666668,1
1066,4.5,2,64,1.0,0,0,12829.333333333334,1
1067,2.0,2,57,4.0,9060,9078,35315.0,1
1068,8.0,1,60,3.0,2970,0,20200.0,1
1069,7.0,1,71,1.0,4866,0,27247.666666666668,1
1070,5.5,2,67,1.0,2196,1866,18808.0,1
1071,10.0,1,43,1.0,1530,0,18351.5,0
1072,6.0,1,40,1.0,0,0,11027.666666666666,0
1073,4.0,1,43,3.0,1920,0,11513.5,0
1074,1.0,1,68,1.0,282,0,4119.5,0
1075,3.0,2,56,1.0,0,0,7246.833333333333,0
